name,date,cases,hospitalizations,deaths,level
Fairfield,2020-08-16,18317,11,1411,county
Hartford,2020-08-16,12956,7,1420,county
Litchfield,2020-08-16,1637,0,139,county
Middlesex,2020-08-16,1425,4,192,county
New Haven,2020-08-16,13378,18,1109,county
New London,2020-08-16,1499,2,105,county
Tolland,2020-08-16,1059,0,65,county
Windham,2020-08-16,762,0,15,county
Connecticut,2020-08-17,51255,47,4456,state
Fairfield,2020-08-17,18322,14,1411,county
Hartford,2020-08-17,12949,9,1420,county
Litchfield,2020-08-17,1636,0,139,county
Middlesex,2020-08-17,1424,4,192,county
New Haven,2020-08-17,13376,18,1109,county
New London,2020-08-17,1497,2,105,county
Tolland,2020-08-17,1075,0,65,county
Windham,2020-08-17,762,0,15,county
Connecticut,2020-08-18,51314,49,4457,state
Fairfield,2020-08-18,18347,12,1410,county
Hartford,2020-08-18,12956,9,1419,county
Litchfield,2020-08-18,1638,0,139,county
Middlesex,2020-08-18,1425,4,192,county
New Haven,2020-08-18,13388,21,1111,county
New London,2020-08-18,1499,3,106,county
Tolland,2020-08-18,1081,0,65,county
Windham,2020-08-18,767,0,15,county
Connecticut,2020-08-19,51432,47,4458,state
Fairfield,2020-08-19,18401,11,1410,county
Hartford,2020-08-19,12978,9,1420,county
Litchfield,2020-08-19,1642,0,139,county
Middlesex,2020-08-19,1425,5,192,county
New Haven,2020-08-19,13422,20,1111,county
New London,2020-08-19,1503,2,106,county
Tolland,2020-08-19,1082,0,65,county
Windham,2020-08-19,767,0,15,county
Connecticut,2020-08-20,51519,54,4460,state
Fairfield,2020-08-20,18434,12,1411,county
Hartford,2020-08-20,13002,14,1422,county
Litchfield,2020-08-20,1645,0,139,county
Middlesex,2020-08-20,1426,5,192,county
New Haven,2020-08-20,13442,20,1111,county
New London,2020-08-20,1505,3,105,county
Tolland,2020-08-20,1083,0,65,county
Windham,2020-08-20,768,0,15,county
Connecticut,2020-08-23,52011,57,4460,state
Fairfield,2020-08-23,18605,12,1411,county
Hartford,2020-08-23,13180,14,1422,county
Litchfield,2020-08-23,1658,0,139,county
Middlesex,2020-08-23,1434,5,192,county
New Haven,2020-08-23,13518,22,1111,county
New London,2020-08-23,1517,4,105,county
Tolland,2020-08-23,1085,0,65,county
Windham,2020-08-23,780,0,15,county
Connecticut,2020-08-24,52040,59,4463,state
Fairfield,2020-08-24,18622,15,1412,county
Hartford,2020-08-24,13184,15,1424,county
Litchfield,2020-08-24,1658,0,139,county
Middlesex,2020-08-24,1436,5,192,county
New Haven,2020-08-24,13524,20,1110,county
New London,2020-08-24,1520,4,106,county
Tolland,2020-08-24,1090,0,65,county
Windham,2020-08-24,780,0,15,county
Connecticut,2020-08-25,52220,57,4463,state
Fairfield,2020-08-25,18667,16,1413,county
Hartford,2020-08-25,13273,15,1424,county
Litchfield,2020-08-25,1662,0,139,county
Middlesex,2020-08-25,1437,4,192,county
New Haven,2020-08-25,13556,19,1109,county
New London,2020-08-25,1526,3,106,county
Tolland,2020-08-25,1093,0,65,county
Windham,2020-08-25,785,0,15,county
Connecticut,2020-08-26,52350,56,4465,state
Fairfield,2020-08-26,18721,15,1413,county
Hartford,2020-08-26,13307,14,1426,county
Litchfield,2020-08-26,1673,0,139,county
Middlesex,2020-08-26,1438,2,192,county
New Haven,2020-08-26,13584,21,1109,county
New London,2020-08-26,1526,4,106,county
Tolland,2020-08-26,1112,0,65,county
Windham,2020-08-26,785,0,15,county
Connecticut,2020-08-27,52495,60,4465,state
Fairfield,2020-08-27,18774,14,1413,county
Hartford,2020-08-27,13392,17,1426,county
Litchfield,2020-08-27,1688,1,139,county
Middlesex,2020-08-27,1446,2,192,county
New Haven,2020-08-27,13622,22,1109,county
New London,2020-08-27,1554,3,106,county
Tolland,2020-08-27,1126,0,65,county
Windham,2020-08-27,789,1,15,county
Connecticut,2020-08-30,52879,52,4465,state
Fairfield,2020-08-30,18903,14,1414,county
Hartford,2020-08-30,13504,13,1425,county
Litchfield,2020-08-30,1709,1,138,county
Middlesex,2020-08-30,1455,4,192,county
New Haven,2020-08-30,13675,16,1109,county
New London,2020-08-30,1577,4,107,county
Tolland,2020-08-30,1145,0,65,county
Windham,2020-08-30,801,0,15,county
Connecticut,2020-08-31,53006,56,4466,state
Fairfield,2020-08-31,18939,13,1415,county
Hartford,2020-08-31,13529,15,1425,county
Litchfield,2020-08-31,1713,1,138,county
Middlesex,2020-08-31,1466,5,192,county
New Haven,2020-08-31,13711,17,1109,county
New London,2020-08-31,1587,4,107,county
Tolland,2020-08-31,1147,0,65,county
Windham,2020-08-31,807,1,15,county
Connecticut,2020-09-01,53108,65,4467,state
Fairfield,2020-09-01,18965,16,1415,county
Hartford,2020-09-01,13561,14,1426,county
Litchfield,2020-09-01,1717,2,138,county
Middlesex,2020-09-01,1469,5,192,county
New Haven,2020-09-01,13736,22,1109,county
New London,2020-09-01,1590,6,107,county
Tolland,2020-09-01,1153,0,65,county
Windham,2020-09-01,810,0,15,county
Connecticut,2020-09-02,53209,65,4468,state
Fairfield,2020-09-02,18995,16,1415,county
Hartford,2020-09-02,13598,16,1426,county
Litchfield,2020-09-02,1721,3,139,county
Middlesex,2020-09-02,1469,5,192,county
New Haven,2020-09-02,13763,18,1109,county
New London,2020-09-02,1598,7,107,county
Tolland,2020-09-02,1158,0,65,county
Windham,2020-09-02,810,0,15,county
Connecticut,2020-09-03,53365,58,4468,state
Fairfield,2020-09-03,19031,14,1415,county
Hartford,2020-09-03,13635,15,1426,county
Litchfield,2020-09-03,1728,2,139,county
Middlesex,2020-09-03,1484,6,192,county
New Haven,2020-09-03,13793,14,1109,county
New London,2020-09-03,1620,7,107,county
Tolland,2020-09-03,1161,0,65,county
Windham,2020-09-03,813,0,15,county
Connecticut,2020-09-07,53782,50,4474,state
Fairfield,2020-09-07,19135,8,1417,county
Hartford,2020-09-07,13771,16,1428,county
Litchfield,2020-09-07,1751,4,139,county
Middlesex,2020-09-07,1496,2,193,county
New Haven,2020-09-07,13858,14,1109,county
New London,2020-09-07,1643,6,108,county
Tolland,2020-09-07,1191,0,65,county
Windham,2020-09-07,825,0,15,county
Connecticut,2020-09-08,53871,57,4474,state
Fairfield,2020-09-08,19159,9,1417,county
Hartford,2020-09-08,13796,20,1428,county
Litchfield,2020-09-08,1752,5,139,county
Middlesex,2020-09-08,1499,2,193,county
New Haven,2020-09-08,13877,15,1109,county
New London,2020-09-08,1649,6,108,county
Tolland,2020-09-08,1200,0,65,county
Windham,2020-09-08,828,0,15,county
Connecticut,2020-09-09,54093,52,4478,state
Fairfield,2020-09-09,19260,9,1417,county
Hartford,2020-09-09,13853,15,1430,county
Litchfield,2020-09-09,1763,5,139,county
Middlesex,2020-09-09,1505,1,193,county
New Haven,2020-09-09,13917,14,1110,county
New London,2020-09-09,1649,8,109,county
Tolland,2020-09-09,1215,0,65,county
Windham,2020-09-09,828,0,15,county
Connecticut,2020-09-10,54326,51,4480,state
Fairfield,2020-09-10,19360,11,1418,county
Hartford,2020-09-10,13886,16,1430,county
Litchfield,2020-09-10,1773,4,139,county
Middlesex,2020-09-10,1512,1,193,county
New Haven,2020-09-10,13961,13,1110,county
New London,2020-09-10,1651,6,110,county
Tolland,2020-09-10,1232,0,65,county
Windham,2020-09-10,844,0,15,county
Connecticut,2020-09-13,54895,64,4485,state
Fairfield,2020-09-13,19518,15,1419,county
Hartford,2020-09-13,14060,22,1431,county
Litchfield,2020-09-13,1793,3,140,county
Middlesex,2020-09-13,1524,2,193,county
New Haven,2020-09-13,14059,16,1111,county
New London,2020-09-13,1677,5,111,county
Tolland,2020-09-13,1270,0,65,county
Windham,2020-09-13,868,1,15,county
Connecticut,2020-09-14,55031,71,4485,state
Fairfield,2020-09-14,19558,12,1419,county
Hartford,2020-09-14,14099,28,1431,county
Litchfield,2020-09-14,1798,2,140,county
Middlesex,2020-09-14,1527,2,193,county
New Haven,2020-09-14,14082,22,1111,county
New London,2020-09-14,1682,4,111,county
Tolland,2020-09-14,1281,0,65,county
Windham,2020-09-14,878,1,15,county
Connecticut,2020-09-15,55166,70,4487,state
Fairfield,2020-09-15,19611,10,1419,county
Hartford,2020-09-15,14130,29,1433,county
Litchfield,2020-09-15,1804,2,140,county
Middlesex,2020-09-15,1531,3,193,county
New Haven,2020-09-15,14102,21,1111,county
New London,2020-09-15,1689,4,111,county
Tolland,2020-09-15,1283,0,65,county
Windham,2020-09-15,884,1,15,county
Connecticut,2020-09-16,55386,75,4488,state
Fairfield,2020-09-16,19678,16,1419,county
Hartford,2020-09-16,14205,27,1434,county
Litchfield,2020-09-16,1815,2,140,county
Middlesex,2020-09-16,1537,4,193,county
New Haven,2020-09-16,14145,21,1111,county
New London,2020-09-16,1705,4,111,county
Tolland,2020-09-16,1289,0,65,county
Windham,2020-09-16,890,1,15,county
Connecticut,2020-09-17,55527,77,4492,state
Fairfield,2020-09-17,19716,17,1420,county
Hartford,2020-09-17,14253,27,1434,county
Litchfield,2020-09-17,1822,1,140,county
Middlesex,2020-09-17,1542,4,193,county
New Haven,2020-09-17,14164,25,1111,county
New London,2020-09-17,1717,2,114,county
Tolland,2020-09-17,1293,0,65,county
Windham,2020-09-17,899,1,15,county
Connecticut,2020-09-20,56024,68,4495,state
Fairfield,2020-09-20,19848,16,1420,county
Hartford,2020-09-20,14370,21,1434,county
Litchfield,2020-09-20,1841,1,140,county
Middlesex,2020-09-20,1552,2,193,county
New Haven,2020-09-20,14261,21,1112,county
New London,2020-09-20,1774,4,114,county
Tolland,2020-09-20,1312,0,66,county
Windham,2020-09-20,924,3,15,county
Connecticut,2020-09-21,56160,70,4496,state
Fairfield,2020-09-21,19891,17,1421,county
Hartford,2020-09-21,14414,22,1434,county
Litchfield,2020-09-21,1845,1,140,county
Middlesex,2020-09-21,1556,2,193,county
New Haven,2020-09-21,14278,17,1113,county
New London,2020-09-21,1782,8,114,county
Tolland,2020-09-21,1323,0,66,county
Windham,2020-09-21,934,3,15,county
Connecticut,2020-09-22,56315,73,4497,state
Fairfield,2020-09-22,19949,17,1421,county
Hartford,2020-09-22,14456,26,1434,county
Litchfield,2020-09-22,1849,1,140,county
Middlesex,2020-09-22,1560,3,193,county
New Haven,2020-09-22,14294,14,1114,county
New London,2020-09-22,1803,9,114,county
Tolland,2020-09-22,1328,0,66,county
Windham,2020-09-22,941,3,15,county
Connecticut,2020-09-23,56472,72,4499,state
Fairfield,2020-09-23,19985,14,1421,county
Hartford,2020-09-23,14506,28,1434,county
Litchfield,2020-09-23,1856,0,141,county
Middlesex,2020-09-23,1564,1,193,county
New Haven,2020-09-23,14319,14,1115,county
New London,2020-09-23,1830,11,114,county
Tolland,2020-09-23,1334,0,66,county
Windham,2020-09-23,948,4,15,county
Connecticut,2020-09-24,56587,76,4501,state
Fairfield,2020-09-24,20015,15,1422,county
Hartford,2020-09-24,14539,30,1434,county
Litchfield,2020-09-24,1857,0,141,county
Middlesex,2020-09-24,1566,2,193,county
New Haven,2020-09-24,14340,14,1115,county
New London,2020-09-24,1843,11,114,county
Tolland,2020-09-24,1337,0,67,county
Windham,2020-09-24,958,4,15,county
Connecticut,2020-09-27,57147,75,4503,state
Fairfield,2020-09-27,20141,16,1422,county
Hartford,2020-09-27,14670,25,1434,county
Litchfield,2020-09-27,1872,0,141,county
Middlesex,2020-09-27,1583,3,193,county
New Haven,2020-09-27,14434,16,1115,county
New London,2020-09-27,1959,14,115,county
Tolland,2020-09-27,1356,0,67,county
Windham,2020-09-27,985,1,16,county
Connecticut,2020-09-28,57329,92,4505,state
Fairfield,2020-09-28,20190,20,1422,county
Hartford,2020-09-28,14737,31,1436,county
Litchfield,2020-09-28,1874,0,141,county
Middlesex,2020-09-28,1588,5,193,county
New Haven,2020-09-28,14451,21,1115,county
New London,2020-09-28,1994,13,115,county
Tolland,2020-09-28,1359,0,67,county
Windham,2020-09-28,990,2,16,county
Connecticut,2020-09-29,57550,104,4508,state
Fairfield,2020-09-29,20225,23,1422,county
Hartford,2020-09-29,14801,38,1437,county
Litchfield,2020-09-29,1884,1,141,county
Middlesex,2020-09-29,1599,5,193,county
New Haven,2020-09-29,14477,19,1115,county
New London,2020-09-29,2053,16,117,county
Tolland,2020-09-29,1363,0,67,county
Windham,2020-09-29,997,2,16,county
Connecticut,2020-09-30,57742,107,4511,state
Fairfield,2020-09-30,20264,20,1422,county
Hartford,2020-09-30,14874,39,1439,county
Litchfield,2020-09-30,1890,2,141,county
Middlesex,2020-09-30,1604,5,193,county
New Haven,2020-09-30,14520,24,1115,county
New London,2020-09-30,2087,15,118,county
Tolland,2020-09-30,1370,0,67,county
Windham,2020-09-30,1004,2,16,county
Connecticut,2020-10-01,58297,110,4513,state
Fairfield,2020-10-01,20400,22,1423,county
Hartford,2020-10-01,14989,41,1439,county
Litchfield,2020-10-01,1899,2,141,county
Middlesex,2020-10-01,1614,3,193,county
New Haven,2020-10-01,14583,23,1115,county
New London,2020-10-01,2206,17,119,county
Tolland,2020-10-01,1449,0,67,county
Windham,2020-10-01,1025,2,16,county
Connecticut,2020-10-04,59120,129,4517,state
Fairfield,2020-10-04,20587,25,1423,county
Hartford,2020-10-04,15235,41,1440,county
Litchfield,2020-10-04,1921,3,141,county
Middlesex,2020-10-04,1627,4,193,county
New Haven,2020-10-04,14715,28,1115,county
New London,2020-10-04,2349,26,122,county
Tolland,2020-10-04,1473,0,67,county
Windham,2020-10-04,1056,2,16,county
Connecticut,2020-10-05,59241,129,4521,state
Fairfield,2020-10-05,20587,26,1425,county
Hartford,2020-10-05,15272,38,1440,county
Litchfield,2020-10-05,1911,2,141,county
Middlesex,2020-10-05,1631,4,193,county
New Haven,2020-10-05,14722,30,1115,county
New London,2020-10-05,2413,27,124,county
Tolland,2020-10-05,1477,0,67,county
Windham,2020-10-05,1072,2,16,county
Connecticut,2020-10-06,59364,138,4522,state
Fairfield,2020-10-06,20612,25,1425,county
Hartford,2020-10-06,15341,44,1440,county
Litchfield,2020-10-06,1915,1,141,county
Middlesex,2020-10-06,1635,6,193,county
New Haven,2020-10-06,14749,32,1115,county
New London,2020-10-06,2426,28,124,county
Tolland,2020-10-06,1484,0,67,county
Windham,2020-10-06,1079,2,17,county
Connecticut,2020-10-07,59748,128,4527,state
Fairfield,2020-10-07,20701,24,1425,county
Hartford,2020-10-07,15434,36,1442,county
Litchfield,2020-10-07,1916,1,141,county
Middlesex,2020-10-07,1652,6,193,county
New Haven,2020-10-07,14830,31,1117,county
New London,2020-10-07,2515,27,125,county
Tolland,2020-10-07,1494,0,67,county
Windham,2020-10-07,1097,3,17,county
Connecticut,2020-10-08,60038,134,4530,state
Fairfield,2020-10-08,20752,35,1426,county
Hartford,2020-10-08,15520,32,1442,county
Litchfield,2020-10-08,1919,1,141,county
Middlesex,2020-10-08,1667,5,193,county
New Haven,2020-10-08,14877,31,1118,county
New London,2020-10-08,2570,25,126,county
Tolland,2020-10-08,1502,1,67,county
Windham,2020-10-08,1108,4,17,county
Connecticut,2020-10-11,61377,155,4532,state
Fairfield,2020-10-11,21052,42,1426,county
Hartford,2020-10-11,15836,38,1443,county
Litchfield,2020-10-11,1940,0,141,county
Middlesex,2020-10-11,1709,9,193,county
New Haven,2020-10-11,15164,36,1119,county
New London,2020-10-11,2837,25,126,county
Tolland,2020-10-11,1520,1,67,county
Windham,2020-10-11,1157,4,17,county
Connecticut,2020-10-12,61697,172,4533,state
Fairfield,2020-10-12,21104,45,1426,county
Hartford,2020-10-12,15949,46,1443,county
Litchfield,2020-10-12,1952,0,141,county
Middlesex,2020-10-12,1714,8,193,county
New Haven,2020-10-12,15223,44,1119,county
New London,2020-10-12,2905,25,127,county
Tolland,2020-10-12,1534,1,67,county
Windham,2020-10-12,1176,3,17,county
Connecticut,2020-10-13,61861,188,4537,state
Fairfield,2020-10-13,21128,47,1427,county
Hartford,2020-10-13,16010,57,1443,county
Litchfield,2020-10-13,1956,0,142,county
Middlesex,2020-10-13,1720,7,193,county
New Haven,2020-10-13,15263,47,1119,county
New London,2020-10-13,2918,26,129,county
Tolland,2020-10-13,1535,1,67,county
Windham,2020-10-13,1183,3,17,county
Connecticut,2020-10-14,62028,191,4540,state
Fairfield,2020-10-14,21183,48,1427,county
Hartford,2020-10-14,16058,61,1445,county
Litchfield,2020-10-14,1959,0,143,county
Middlesex,2020-10-14,1733,8,193,county
New Haven,2020-10-14,15310,46,1119,county
New London,2020-10-14,2924,23,129,county
Tolland,2020-10-14,1539,1,67,county
Windham,2020-10-14,1193,4,17,county
Connecticut,2020-10-15,62830,184,4542,state
Fairfield,2020-10-15,21368,48,1427,county
Hartford,2020-10-15,16273,54,1445,county
Litchfield,2020-10-15,1991,0,143,county
Middlesex,2020-10-15,1754,4,194,county
New Haven,2020-10-15,15455,49,1119,county
New London,2020-10-15,3083,23,130,county
Tolland,2020-10-15,1565,1,67,county
Windham,2020-10-15,1216,5,17,county
Connecticut,2020-10-18,64021,195,4554,state
Fairfield,2020-10-18,21674,51,1429,county
Hartford,2020-10-18,16568,65,1449,county
Litchfield,2020-10-18,2033,1,143,county
Middlesex,2020-10-18,1809,4,195,county
New Haven,2020-10-18,15680,46,1120,county
New London,2020-10-18,3234,20,134,county
Tolland,2020-10-18,1600,3,67,county
Windham,2020-10-18,1266,5,17,county
Connecticut,2020-10-19,64455,217,4559,state
Fairfield,2020-10-19,21754,54,1428,county
Hartford,2020-10-19,16717,71,1453,county
Litchfield,2020-10-19,2051,2,143,county
Middlesex,2020-10-19,1830,5,196,county
New Haven,2020-10-19,15792,54,1120,county
New London,2020-10-19,3281,24,134,county
Tolland,2020-10-19,1617,3,68,county
Windham,2020-10-19,1272,4,17,county
Connecticut,2020-10-20,64871,213,4567,state
Fairfield,2020-10-20,21898,53,1429,county
Hartford,2020-10-20,16795,76,1459,county
Litchfield,2020-10-20,2064,2,143,county
Middlesex,2020-10-20,1838,3,196,county
New Haven,2020-10-20,15876,51,1121,county
New London,2020-10-20,3329,22,134,county
Tolland,2020-10-20,1638,3,68,county
Windham,2020-10-20,1280,3,17,county
Connecticut,2020-10-21,65373,232,4569,state
Fairfield,2020-10-21,22088,55,1429,county
Hartford,2020-10-21,16911,82,1459,county
Litchfield,2020-10-21,2086,3,143,county
Middlesex,2020-10-21,1853,3,196,county
New Haven,2020-10-21,15952,60,1122,county
New London,2020-10-21,3386,23,135,county
Tolland,2020-10-21,1655,2,68,county
Windham,2020-10-21,1305,4,17,county
Connecticut,2020-10-22,66052,233,4577,state
Fairfield,2020-10-22,22322,56,1430,county
Hartford,2020-10-22,17062,83,1464,county
Litchfield,2020-10-22,2116,2,143,county
Middlesex,2020-10-22,1873,2,196,county
New Haven,2020-10-22,16073,63,1123,county
New London,2020-10-22,3456,23,136,county
Tolland,2020-10-22,1689,2,68,county
Windham,2020-10-22,1324,2,17,county
Connecticut,2020-10-25,68099,270,4589,state
Fairfield,2020-10-25,22893,66,1431,county
Hartford,2020-10-25,17516,95,1469,county
Litchfield,2020-10-25,2192,1,143,county
Middlesex,2020-10-25,1937,4,196,county
New Haven,2020-10-25,16594,75,1126,county
New London,2020-10-25,3660,24,138,county
Tolland,2020-10-25,1724,2,68,county
Windham,2020-10-25,1394,3,17,county
Connecticut,2020-10-26,68637,292,4595,state
Fairfield,2020-10-26,23090,68,1433,county
Hartford,2020-10-26,17672,106,1470,county
Litchfield,2020-10-26,2209,1,143,county
Middlesex,2020-10-26,1957,3,197,county
New Haven,2020-10-26,16715,83,1126,county
New London,2020-10-26,3695,24,140,county
Tolland,2020-10-26,1738,3,68,county
Windham,2020-10-26,1408,4,18,county
Connecticut,2020-10-27,69127,309,4604,state
Fairfield,2020-10-27,23280,69,1435,county
Hartford,2020-10-27,17783,114,1474,county
Litchfield,2020-10-27,2228,2,143,county
Middlesex,2020-10-27,1965,4,197,county
New Haven,2020-10-27,16837,90,1128,county
New London,2020-10-27,3715,22,140,county
Tolland,2020-10-27,1750,2,68,county
Windham,2020-10-27,1419,6,19,county
Connecticut,2020-10-28,70446,321,4609,state
Fairfield,2020-10-28,23895,77,1435,county
Hartford,2020-10-28,17995,119,1479,county
Litchfield,2020-10-28,2279,2,143,county
Middlesex,2020-10-28,1992,4,197,county
New Haven,2020-10-28,17156,92,1128,county
New London,2020-10-28,3765,18,140,county
Tolland,2020-10-28,1764,2,68,county
Windham,2020-10-28,1445,7,19,county
Connecticut,2020-10-29,71207,329,4616,state
Fairfield,2020-10-29,24155,83,1436,county
Hartford,2020-10-29,18184,117,1481,county
Litchfield,2020-10-29,2305,2,144,county
Middlesex,2020-10-29,2018,5,197,county
New Haven,2020-10-29,17352,96,1128,county
New London,2020-10-29,3803,17,143,county
Tolland,2020-10-29,1780,3,68,county
Windham,2020-10-29,1469,6,19,county
Connecticut,2020-11-01,73858,340,4627,state
Fairfield,2020-11-01,25048,93,1439,county
Hartford,2020-11-01,18739,103,1488,county
Litchfield,2020-11-01,2404,0,145,county
Middlesex,2020-11-01,2092,5,197,county
New Haven,2020-11-01,18048,112,1128,county
New London,2020-11-01,3955,18,142,county
Tolland,2020-11-01,1825,0,68,county
Windham,2020-11-01,1528,9,19,county
Connecticut,2020-11-02,74843,381,4635,state
Fairfield,2020-11-02,25365,107,1442,county
Hartford,2020-11-02,19043,111,1491,county
Litchfield,2020-11-02,2430,1,145,county
Middlesex,2020-11-02,2129,9,197,county
New Haven,2020-11-02,18244,127,1130,county
New London,2020-11-02,4041,19,143,county
Tolland,2020-11-02,1849,0,68,county
Windham,2020-11-02,1557,7,19,county
Connecticut,2020-11-03,75373,374,4645,state
Fairfield,2020-11-03,25538,96,1443,county
Hartford,2020-11-03,19131,118,1496,county
Litchfield,2020-11-03,2448,4,145,county
Middlesex,2020-11-03,2145,8,197,county
New Haven,2020-11-03,18374,121,1132,county
New London,2020-11-03,4068,17,144,county
Tolland,2020-11-03,1864,0,68,county
Windham,2020-11-03,1566,10,20,county
Connecticut,2020-11-04,77060,380,4656,state
Fairfield,2020-11-04,26120,107,1445,county
Hartford,2020-11-04,19511,116,1498,county
Litchfield,2020-11-04,2531,4,146,county
Middlesex,2020-11-04,2182,2,198,county
New Haven,2020-11-04,18862,122,1135,county
New London,2020-11-04,4141,20,146,county
Tolland,2020-11-04,1922,0,68,county
Windham,2020-11-04,1589,9,20,county
Connecticut,2020-11-05,78125,402,4671,state
Fairfield,2020-11-05,26435,110,1447,county
Hartford,2020-11-05,19769,113,1505,county
Litchfield,2020-11-05,2559,3,146,county
Middlesex,2020-11-05,2231,8,198,county
New Haven,2020-11-05,19154,134,1137,county
New London,2020-11-05,4220,25,149,county
Tolland,2020-11-05,1940,0,68,county
Windham,2020-11-05,1610,9,21,county
Connecticut,2020-11-08,81463,496,4698,state
Fairfield,2020-11-08,27652,142,1450,county
Hartford,2020-11-08,20409,124,1518,county
Litchfield,2020-11-08,2704,7,148,county
Middlesex,2020-11-08,2335,8,198,county
New Haven,2020-11-08,20053,180,1144,county
New London,2020-11-08,4326,25,150,county
Tolland,2020-11-08,1991,2,68,county
Windham,2020-11-08,1685,8,21,county
Connecticut,2020-11-09,82987,548,4707,state
Fairfield,2020-11-09,28178,155,1451,county
Hartford,2020-11-09,20768,143,1522,county
Litchfield,2020-11-09,2777,8,148,county
Middlesex,2020-11-09,2396,6,197,county
New Haven,2020-11-09,20434,197,1148,county
New London,2020-11-09,4397,27,151,county
Tolland,2020-11-09,2031,2,68,county
Windham,2020-11-09,1715,10,22,county
Connecticut,2020-11-10,84741,584,4716,state
Fairfield,2020-11-10,28731,156,1451,county
Hartford,2020-11-10,21212,149,1525,county
Litchfield,2020-11-10,2844,8,148,county
Middlesex,2020-11-10,2442,9,197,county
New Haven,2020-11-10,20892,221,1151,county
New London,2020-11-10,4475,29,154,county
Tolland,2020-11-10,2089,2,68,county
Windham,2020-11-10,1738,10,22,county
Connecticut,2020-11-11,85899,617,4726,state
Fairfield,2020-11-11,29008,163,1455,county
Hartford,2020-11-11,21516,156,1525,county
Litchfield,2020-11-11,2906,7,149,county
Middlesex,2020-11-11,2494,13,197,county
New Haven,2020-11-11,21237,241,1155,county
New London,2020-11-11,4518,30,154,county
Tolland,2020-11-11,2125,1,68,county
Windham,2020-11-11,1776,6,23,county
Connecticut,2020-11-12,88645,659,4737,state
Fairfield,2020-11-12,29842,176,1454,county
Hartford,2020-11-12,22083,155,1532,county
Litchfield,2020-11-12,3010,7,149,county
Middlesex,2020-11-12,2602,18,197,county
New Haven,2020-11-12,22015,261,1157,county
New London,2020-11-12,4668,33,155,county
Tolland,2020-11-12,2209,2,69,county
Windham,2020-11-12,1837,7,24,county
Connecticut,2020-11-15,93284,757,4759,state
Fairfield,2020-11-15,31212,230,1459,county
Hartford,2020-11-15,23266,165,1538,county
Litchfield,2020-11-15,3222,11,150,county
Middlesex,2020-11-15,2804,18,197,county
New Haven,2020-11-15,23113,285,1167,county
New London,2020-11-15,4906,37,155,county
Tolland,2020-11-15,2389,2,69,county
Windham,2020-11-15,1951,9,24,county
Connecticut,2020-11-16,94986,777,4771,state
Fairfield,2020-11-16,31773,231,1460,county
Hartford,2020-11-16,23636,173,1541,county
Litchfield,2020-11-16,3299,11,155,county
Middlesex,2020-11-16,2863,19,197,county
New Haven,2020-11-16,23593,294,1168,county
New London,2020-11-16,4968,38,155,county
Tolland,2020-11-16,2418,1,70,county
Windham,2020-11-16,2000,10,25,county
Connecticut,2020-11-17,97028,816,4784,state
Fairfield,2020-11-17,32369,243,1463,county
Hartford,2020-11-17,24154,182,1544,county
Litchfield,2020-11-17,3381,15,155,county
Middlesex,2020-11-17,2935,21,197,county
New Haven,2020-11-17,24115,304,1172,county
New London,2020-11-17,5112,42,157,county
Tolland,2020-11-17,2495,1,71,county
Windham,2020-11-17,2059,8,25,county
Connecticut,2020-11-18,99381,840,4805,state
Fairfield,2020-11-18,33067,248,1466,county
Hartford,2020-11-18,24706,195,1548,county
Litchfield,2020-11-18,3500,15,156,county
Middlesex,2020-11-18,3025,20,197,county
New Haven,2020-11-18,24733,310,1180,county
New London,2020-11-18,5256,44,162,county
Tolland,2020-11-18,2573,1,71,county
Windham,2020-11-18,2118,7,25,county
Connecticut,2020-11-19,101469,848,4828,state
Fairfield,2020-11-19,33648,238,1471,county
Hartford,2020-11-19,25182,203,1553,county
Litchfield,2020-11-19,3602,15,156,county
Middlesex,2020-11-19,3145,20,197,county
New Haven,2020-11-19,25248,316,1190,county
New London,2020-11-19,5352,47,163,county
Tolland,2020-11-19,2665,2,72,county
Windham,2020-11-19,2161,7,26,county
Connecticut,2020-11-22,106740,875,4871,state
Fairfield,2020-11-22,35272,241,1477,county
Hartford,2020-11-22,26424,220,1570,county
Litchfield,2020-11-22,3853,16,160,county
Middlesex,2020-11-22,3358,24,200,county
New Haven,2020-11-22,26531,321,1202,county
New London,2020-11-22,5592,46,163,county
Tolland,2020-11-22,2824,2,72,county
Windham,2020-11-22,2313,5,27,county
Connecticut,2020-11-23,107280,891,4881,state
Fairfield,2020-11-23,35494,259,1478,county
Hartford,2020-11-23,26555,220,1573,county
Litchfield,2020-11-23,3908,17,160,county
Middlesex,2020-11-23,3375,23,200,county
New Haven,2020-11-23,26643,314,1207,county
New London,2020-11-23,5648,45,163,county
Tolland,2020-11-23,2850,5,72,county
Windham,2020-11-23,2342,8,28,county
Connecticut,2020-11-24,109152,968,4926,state
Fairfield,2020-11-24,36037,292,1488,county
Hartford,2020-11-24,27061,245,1587,county
Litchfield,2020-11-24,4015,18,160,county
Middlesex,2020-11-24,3441,27,203,county
New Haven,2020-11-24,27092,328,1222,county
New London,2020-11-24,5731,48,165,county
Tolland,2020-11-24,2901,4,73,county
Windham,2020-11-24,2379,6,28,county
Connecticut,2020-11-26,112581,1017,4961,state
Fairfield,2020-11-26,37071,301,1491,county
