town,pop,first_doses,date
Madison,18030,13615,2021-07-07T00:00:00Z
Manchester,57584,34825,2021-07-07T00:00:00Z
Mansfield,25487,8872,2021-07-07T00:00:00Z
Marlborough,6335,4217,2021-07-07T00:00:00Z
Meriden,59395,34397,2021-07-07T00:00:00Z
Middlebury,7798,5341,2021-07-07T00:00:00Z
Middlefield,4374,2867,2021-07-07T00:00:00Z
Middletown,46258,31173,2021-07-07T00:00:00Z
Milford,54747,35559,2021-07-07T00:00:00Z
Monroe,19434,12657,2021-07-07T00:00:00Z
Montville,18508,10132,2021-07-07T00:00:00Z
Morris,2254,1369,2021-07-07T00:00:00Z
Naugatuck,31108,17394,2021-07-07T00:00:00Z
New Britain,72495,33848,2021-07-07T00:00:00Z
New Canaan,20233,15158,2021-07-07T00:00:00Z
New Fairfield,13878,8378,2021-07-07T00:00:00Z
New Hartford,6656,4228,2021-07-07T00:00:00Z
New Haven,130250,68355,2021-07-07T00:00:00Z
New London,26858,14092,2021-07-07T00:00:00Z
New Milford,26805,17863,2021-07-07T00:00:00Z
Newington,30014,20475,2021-07-07T00:00:00Z
Newtown,27891,18877,2021-07-07T00:00:00Z
Norfolk,1630,1004,2021-07-07T00:00:00Z
North Branford,14146,9711,2021-07-07T00:00:00Z
North Canaan,3251,1785,2021-07-07T00:00:00Z
North Haven,23683,17937,2021-07-07T00:00:00Z
North Stonington,5196,2867,2021-07-07T00:00:00Z
Norwalk,88816,58810,2021-07-07T00:00:00Z
Norwich,38768,20790,2021-07-07T00:00:00Z
Old Lyme,7306,5349,2021-07-07T00:00:00Z
Old Saybrook,10061,8191,2021-07-07T00:00:00Z
Orange,13926,9631,2021-07-07T00:00:00Z
Oxford,13255,8321,2021-07-07T00:00:00Z
Plainfield,15125,7273,2021-07-07T00:00:00Z
Plainville,17534,10691,2021-07-07T00:00:00Z
Plymouth,11598,6050,2021-07-07T00:00:00Z
Pomfret,4203,2525,2021-07-07T00:00:00Z
Portland,9267,6291,2021-07-07T00:00:00Z
Preston,4625,2695,2021-07-07T00:00:00Z
Prospect,9702,5981,2021-07-07T00:00:00Z
Putnam,9389,4765,2021-07-07T00:00:00Z
Redding,9116,5821,2021-07-07T00:00:00Z
Ridgefield,24959,17687,2021-07-07T00:00:00Z
Rocky Hill,20115,14042,2021-07-07T00:00:00Z
Roxbury,2152,1603,2021-07-07T00:00:00Z
Salem,4083,2453,2021-07-07T00:00:00Z
Salisbury,3600,3154,2021-07-07T00:00:00Z
Scotland,1672,847,2021-07-07T00:00:00Z
Seymour,16437,9862,2021-07-07T00:00:00Z
Sharon,2689,1763,2021-07-07T00:00:00Z
Shelton,41129,26405,2021-07-07T00:00:00Z
Sherman,3630,2200,2021-07-07T00:00:00Z
Simsbury,25395,18232,2021-07-07T00:00:00Z
Somers,10784,6041,2021-07-07T00:00:00Z
South Windsor,26162,18728,2021-07-07T00:00:00Z
Southbury,19571,13839,2021-07-07T00:00:00Z
Southington,43834,29145,2021-07-07T00:00:00Z
Sprague,2859,1461,2021-07-07T00:00:00Z
Stafford,11893,6084,2021-07-07T00:00:00Z
Stamford,129638,89023,2021-07-07T00:00:00Z
Sterling,3782,1541,2021-07-07T00:00:00Z
Stonington,18559,12369,2021-07-07T00:00:00Z
Stratford,51849,30323,2021-07-07T00:00:00Z
Suffield,15814,9732,2021-07-07T00:00:00Z
Thomaston,7535,4425,2021-07-07T00:00:00Z
Thompson,9379,4003,2021-07-07T00:00:00Z
Tolland,14618,9795,2021-07-07T00:00:00Z
Torrington,34044,20207,2021-07-07T00:00:00Z
Trumbull,35673,25253,2021-07-07T00:00:00Z
Union,839,490,2021-07-07T00:00:00Z
Vernon,29359,18768,2021-07-07T00:00:00Z
Voluntown,2510,1370,2021-07-07T00:00:00Z
Wallingford,44326,30181,2021-07-07T00:00:00Z
Warren,1395,913,2021-07-07T00:00:00Z
Washington,3428,2592,2021-07-07T00:00:00Z
Waterbury,107568,51431,2021-07-07T00:00:00Z
Waterford,18746,13011,2021-07-07T00:00:00Z
Watertown,21578,13658,2021-07-07T00:00:00Z
West Hartford,62965,47450,2021-07-07T00:00:00Z
West Haven,54620,31069,2021-07-07T00:00:00Z
Westbrook,6869,4845,2021-07-07T00:00:00Z
Weston,10252,7411,2021-07-07T00:00:00Z
Westport,28491,20316,2021-07-07T00:00:00Z
Wethersfield,26008,18690,2021-07-07T00:00:00Z
Willington,5864,3273,2021-07-07T00:00:00Z
Wilton,18343,13679,2021-07-07T00:00:00Z
Winchester,10604,5755,2021-07-07T00:00:00Z
Windham,24561,12007,2021-07-07T00:00:00Z
Windsor,28733,19014,2021-07-07T00:00:00Z
Windsor Locks,12854,7660,2021-07-07T00:00:00Z
Wolcott,16587,9976,2021-07-07T00:00:00Z
Woodbridge,8750,6510,2021-07-07T00:00:00Z
Woodbury,9502,6312,2021-07-07T00:00:00Z
Woodstock,7858,4581,2021-07-07T00:00:00Z
Andover,3236,2043,2021-07-14T00:00:00Z
Ansonia,18654,9683,2021-07-14T00:00:00Z
Ashford,4255,2517,2021-07-14T00:00:00Z
Avon,18276,14193,2021-07-14T00:00:00Z
Barkhamsted,3606,2300,2021-07-14T00:00:00Z
Beacon Falls,6222,3758,2021-07-14T00:00:00Z
Berlin,20436,13392,2021-07-14T00:00:00Z
Bethany,5548,3651,2021-07-14T00:00:00Z
Bethel,19800,12076,2021-07-14T00:00:00Z
Bethlehem,3402,2030,2021-07-14T00:00:00Z
Bloomfield,21211,14121,2021-07-14T00:00:00Z
Bolton,4884,3216,2021-07-14T00:00:00Z
Bozrah,2726,1509,2021-07-14T00:00:00Z
Branford,27900,19802,2021-07-14T00:00:00Z
Bridgeport,144399,69528,2021-07-14T00:00:00Z
Bridgewater,1635,1195,2021-07-14T00:00:00Z
Bristol,59947,36255,2021-07-14T00:00:00Z
Brookfield,16973,11476,2021-07-14T00:00:00Z
Brooklyn,8272,4285,2021-07-14T00:00:00Z
Burlington,9704,6411,2021-07-14T00:00:00Z
Canaan,1053,1049,2021-07-14T00:00:00Z
Canterbury,5079,2671,2021-07-14T00:00:00Z
Canton,10254,6985,2021-07-14T00:00:00Z
Chaplin,2239,1209,2021-07-14T00:00:00Z
Cheshire,28937,20783,2021-07-14T00:00:00Z
Chester,4213,2877,2021-07-14T00:00:00Z
Clinton,12925,9315,2021-07-14T00:00:00Z
Colchester,15809,10097,2021-07-14T00:00:00Z
Colebrook,1400,914,2021-07-14T00:00:00Z
Columbia,5379,3406,2021-07-14T00:00:00Z
Cornwall,1362,1077,2021-07-14T00:00:00Z
Coventry,12407,7724,2021-07-14T00:00:00Z
Cromwell,13839,10142,2021-07-14T00:00:00Z
Danbury,84694,52763,2021-07-14T00:00:00Z
Darien,21728,15987,2021-07-14T00:00:00Z
Deep River,4443,3168,2021-07-14T00:00:00Z
Derby,12339,8223,2021-07-14T00:00:00Z
Durham,7165,4928,2021-07-14T00:00:00Z
East Granby,5140,3459,2021-07-14T00:00:00Z
East Haddam,8997,5681,2021-07-14T00:00:00Z
East Hampton,12800,8109,2021-07-14T00:00:00Z
East Hartford,49872,29557,2021-07-14T00:00:00Z
East Haven,28569,16364,2021-07-14T00:00:00Z
East Lyme,18462,13055,2021-07-14T00:00:00Z
East Windsor,11668,6676,2021-07-14T00:00:00Z
Eastford,1790,968,2021-07-14T00:00:00Z
Easton,7521,5177,2021-07-14T00:00:00Z
Ellington,16467,10341,2021-07-14T00:00:00Z
Enfield,43659,23946,2021-07-14T00:00:00Z
Essex,6668,5096,2021-07-14T00:00:00Z
Fairfield,62045,41747,2021-07-14T00:00:00Z
Farmington,25497,19622,2021-07-14T00:00:00Z
Franklin,1920,1151,2021-07-14T00:00:00Z
Glastonbury,34482,25660,2021-07-14T00:00:00Z
Goshen,2863,1896,2021-07-14T00:00:00Z
Granby,11507,7539,2021-07-14T00:00:00Z
Greenwich,62840,42820,2021-07-14T00:00:00Z
Griswold,11534,5786,2021-07-14T00:00:00Z
Groton,38436,20747,2021-07-14T00:00:00Z
Guilford,22133,16515,2021-07-14T00:00:00Z
Haddam,8193,5903,2021-07-14T00:00:00Z
Hamden,60556,37025,2021-07-14T00:00:00Z
Hampton,1842,1043,2021-07-14T00:00:00Z
Hartford,122105,54940,2021-07-14T00:00:00Z
Hartland,2120,1149,2021-07-14T00:00:00Z
Harwinton,5420,3392,2021-07-14T00:00:00Z
Hebron,9504,6282,2021-07-14T00:00:00Z
Kent,2777,2251,2021-07-14T00:00:00Z
Killingly,17336,8568,2021-07-14T00:00:00Z
Killingworth,6364,4364,2021-07-14T00:00:00Z
Lebanon,7144,4331,2021-07-14T00:00:00Z
Ledyard,14621,8781,2021-07-14T00:00:00Z
Lisbon,4220,2405,2021-07-14T00:00:00Z
Litchfield,8094,5478,2021-07-14T00:00:00Z
Lyme,2316,1891,2021-07-14T00:00:00Z
Madison,18030,13654,2021-07-14T00:00:00Z
Manchester,57584,35087,2021-07-14T00:00:00Z
Mansfield,25487,8919,2021-07-14T00:00:00Z
Marlborough,6335,4228,2021-07-14T00:00:00Z
Meriden,59395,34713,2021-07-14T00:00:00Z
Middlebury,7798,5368,2021-07-14T00:00:00Z
Middlefield,4374,2875,2021-07-14T00:00:00Z
Middletown,46258,31364,2021-07-14T00:00:00Z
Milford,54747,35716,2021-07-14T00:00:00Z
Monroe,19434,12739,2021-07-14T00:00:00Z
Montville,18508,10205,2021-07-14T00:00:00Z
Morris,2254,1383,2021-07-14T00:00:00Z
Naugatuck,31108,17559,2021-07-14T00:00:00Z
New Britain,72495,34261,2021-07-14T00:00:00Z
New Canaan,20233,15204,2021-07-14T00:00:00Z
New Fairfield,13878,8450,2021-07-14T00:00:00Z
New Hartford,6656,4250,2021-07-14T00:00:00Z
New Haven,130250,69224,2021-07-14T00:00:00Z
New London,26858,14255,2021-07-14T00:00:00Z
New Milford,26805,18006,2021-07-14T00:00:00Z
Newington,30014,20591,2021-07-14T00:00:00Z
Newtown,27891,18986,2021-07-14T00:00:00Z
Norfolk,1630,1014,2021-07-14T00:00:00Z
North Branford,14146,9748,2021-07-14T00:00:00Z
North Canaan,3251,1799,2021-07-14T00:00:00Z
North Haven,23683,18020,2021-07-14T00:00:00Z
North Stonington,5196,2871,2021-07-14T00:00:00Z
Norwalk,88816,59381,2021-07-14T00:00:00Z
Norwich,38768,20988,2021-07-14T00:00:00Z
Old Lyme,7306,5374,2021-07-14T00:00:00Z
Old Saybrook,10061,8212,2021-07-14T00:00:00Z
Orange,13926,9665,2021-07-14T00:00:00Z
Oxford,13255,8371,2021-07-14T00:00:00Z
Plainfield,15125,7325,2021-07-14T00:00:00Z
Plainville,17534,10755,2021-07-14T00:00:00Z
Plymouth,11598,6088,2021-07-14T00:00:00Z
Pomfret,4203,2540,2021-07-14T00:00:00Z
Portland,9267,6311,2021-07-14T00:00:00Z
Preston,4625,2720,2021-07-14T00:00:00Z
Prospect,9702,6013,2021-07-14T00:00:00Z
Putnam,9389,4802,2021-07-14T00:00:00Z
Redding,9116,5843,2021-07-14T00:00:00Z
Ridgefield,24959,17760,2021-07-14T00:00:00Z
Rocky Hill,20115,14113,2021-07-14T00:00:00Z
Roxbury,2152,1619,2021-07-14T00:00:00Z
Salem,4083,2471,2021-07-14T00:00:00Z
Salisbury,3600,3160,2021-07-14T00:00:00Z
Scotland,1672,852,2021-07-14T00:00:00Z
Seymour,16437,9910,2021-07-14T00:00:00Z
Sharon,2689,1771,2021-07-14T00:00:00Z
Shelton,41129,26544,2021-07-14T00:00:00Z
Sherman,3630,2210,2021-07-14T00:00:00Z
Simsbury,25395,18305,2021-07-14T00:00:00Z
Somers,10784,6080,2021-07-14T00:00:00Z
South Windsor,26162,18819,2021-07-14T00:00:00Z
Southbury,19571,13887,2021-07-14T00:00:00Z
Southington,43834,29284,2021-07-14T00:00:00Z
Sprague,2859,1468,2021-07-14T00:00:00Z
Stafford,11893,6117,2021-07-14T00:00:00Z
Stamford,129638,89874,2021-07-14T00:00:00Z
Sterling,3782,1550,2021-07-14T00:00:00Z
Stonington,18559,12412,2021-07-14T00:00:00Z
Stratford,51849,30615,2021-07-14T00:00:00Z
Suffield,15814,9790,2021-07-14T00:00:00Z
Thomaston,7535,4439,2021-07-14T00:00:00Z
Thompson,9379,4022,2021-07-14T00:00:00Z
Tolland,14618,9842,2021-07-14T00:00:00Z
Torrington,34044,20365,2021-07-14T00:00:00Z
Trumbull,35673,25380,2021-07-14T00:00:00Z
Union,839,491,2021-07-14T00:00:00Z
Vernon,29359,18853,2021-07-14T00:00:00Z
Voluntown,2510,1384,2021-07-14T00:00:00Z
Wallingford,44326,30369,2021-07-14T00:00:00Z
Warren,1395,922,2021-07-14T00:00:00Z
Washington,3428,2608,2021-07-14T00:00:00Z
Waterbury,107568,52165,2021-07-14T00:00:00Z
Waterford,18746,13065,2021-07-14T00:00:00Z
Watertown,21578,13735,2021-07-14T00:00:00Z
West Hartford,62965,47653,2021-07-14T00:00:00Z
West Haven,54620,31426,2021-07-14T00:00:00Z
Westbrook,6869,4871,2021-07-14T00:00:00Z
Weston,10252,7442,2021-07-14T00:00:00Z
Westport,28491,20404,2021-07-14T00:00:00Z
Wethersfield,26008,18748,2021-07-14T00:00:00Z
Willington,5864,3294,2021-07-14T00:00:00Z
Wilton,18343,13733,2021-07-14T00:00:00Z
Winchester,10604,5803,2021-07-14T00:00:00Z
Windham,24561,12129,2021-07-14T00:00:00Z
Windsor,28733,19151,2021-07-14T00:00:00Z
Windsor Locks,12854,7704,2021-07-14T00:00:00Z
Wolcott,16587,10050,2021-07-14T00:00:00Z
Woodbridge,8750,6534,2021-07-14T00:00:00Z
Woodbury,9502,6340,2021-07-14T00:00:00Z
Woodstock,7858,4601,2021-07-14T00:00:00Z
Andover,3236,2059,2021-07-21T00:00:00Z
Ansonia,18654,9776,2021-07-21T00:00:00Z
Ashford,4255,2534,2021-07-21T00:00:00Z
Avon,18276,14255,2021-07-21T00:00:00Z
Barkhamsted,3606,2318,2021-07-21T00:00:00Z
Beacon Falls,6222,3778,2021-07-21T00:00:00Z
Berlin,20436,13460,2021-07-21T00:00:00Z
Bethany,5548,3669,2021-07-21T00:00:00Z
Bethel,19800,12158,2021-07-21T00:00:00Z
Bethlehem,3402,2042,2021-07-21T00:00:00Z
Bloomfield,21211,14202,2021-07-21T00:00:00Z
Bolton,4884,3227,2021-07-21T00:00:00Z
Bozrah,2726,1514,2021-07-21T00:00:00Z
Branford,27900,19890,2021-07-21T00:00:00Z
Bridgeport,144399,70605,2021-07-21T00:00:00Z
Bridgewater,1635,1201,2021-07-21T00:00:00Z
Bristol,59947,36531,2021-07-21T00:00:00Z
Brookfield,16973,11542,2021-07-21T00:00:00Z
Brooklyn,8272,4320,2021-07-21T00:00:00Z
Burlington,9704,6444,2021-07-21T00:00:00Z
Canaan,1053,1049,2021-07-21T00:00:00Z
Canterbury,5079,2699,2021-07-21T00:00:00Z
Canton,10254,7012,2021-07-21T00:00:00Z
Chaplin,2239,1215,2021-07-21T00:00:00Z
Cheshire,28937,20851,2021-07-21T00:00:00Z
Chester,4213,2882,2021-07-21T00:00:00Z
Clinton,12925,9351,2021-07-21T00:00:00Z
Colchester,15809,10148,2021-07-21T00:00:00Z
Colebrook,1400,922,2021-07-21T00:00:00Z
Columbia,5379,3417,2021-07-21T00:00:00Z
Cornwall,1362,1079,2021-07-21T00:00:00Z
Coventry,12407,7767,2021-07-21T00:00:00Z
Cromwell,13839,10175,2021-07-21T00:00:00Z
Danbury,84694,53410,2021-07-21T00:00:00Z
Darien,21728,16037,2021-07-21T00:00:00Z
Deep River,4443,3168,2021-07-21T00:00:00Z
Derby,12339,8418,2021-07-21T00:00:00Z
Durham,7165,4956,2021-07-21T00:00:00Z
East Granby,5140,3478,2021-07-21T00:00:00Z
East Haddam,8997,5695,2021-07-21T00:00:00Z
East Hampton,12800,8149,2021-07-21T00:00:00Z
East Hartford,49872,29836,2021-07-21T00:00:00Z
East Haven,28569,16520,2021-07-21T00:00:00Z
East Lyme,18462,13089,2021-07-21T00:00:00Z
East Windsor,11668,6721,2021-07-21T00:00:00Z
Eastford,1790,974,2021-07-21T00:00:00Z
Easton,7521,5198,2021-07-21T00:00:00Z
Ellington,16467,10399,2021-07-21T00:00:00Z
Enfield,43659,24116,2021-07-21T00:00:00Z
Essex,6668,5106,2021-07-21T00:00:00Z
Fairfield,62045,41902,2021-07-21T00:00:00Z
Farmington,25497,19669,2021-07-21T00:00:00Z
Franklin,1920,1155,2021-07-21T00:00:00Z
Glastonbury,34482,25745,2021-07-21T00:00:00Z
Goshen,2863,1899,2021-07-21T00:00:00Z
Granby,11507,7576,2021-07-21T00:00:00Z
Greenwich,62840,43022,2021-07-21T00:00:00Z
Griswold,11534,5837,2021-07-21T00:00:00Z
Groton,38436,20878,2021-07-21T00:00:00Z
Guilford,22133,16566,2021-07-21T00:00:00Z
Haddam,8193,5921,2021-07-21T00:00:00Z
Hamden,60556,37298,2021-07-21T00:00:00Z
Hampton,1842,1044,2021-07-21T00:00:00Z
Hartford,122105,55688,2021-07-21T00:00:00Z
Hartland,2120,1157,2021-07-21T00:00:00Z
Harwinton,5420,3409,2021-07-21T00:00:00Z
Hebron,9504,6314,2021-07-21T00:00:00Z
Kent,2777,2257,2021-07-21T00:00:00Z
Killingly,17336,8645,2021-07-21T00:00:00Z
Killingworth,6364,4377,2021-07-21T00:00:00Z
Lebanon,7144,4351,2021-07-21T00:00:00Z
Ledyard,14621,8835,2021-07-21T00:00:00Z
Lisbon,4220,2417,2021-07-21T00:00:00Z
Litchfield,8094,5502,2021-07-21T00:00:00Z
Lyme,2316,1898,2021-07-21T00:00:00Z
Madison,18030,13686,2021-07-21T00:00:00Z
Manchester,57584,35336,2021-07-21T00:00:00Z
Mansfield,25487,8980,2021-07-21T00:00:00Z
Marlborough,6335,4242,2021-07-21T00:00:00Z
Meriden,59395,35034,2021-07-21T00:00:00Z
Middlebury,7798,5383,2021-07-21T00:00:00Z
Middlefield,4374,2895,2021-07-21T00:00:00Z
Middletown,46258,31538,2021-07-21T00:00:00Z
Milford,54747,35923,2021-07-21T00:00:00Z
Monroe,19434,12817,2021-07-21T00:00:00Z
Montville,18508,10275,2021-07-21T00:00:00Z
Morris,2254,1386,2021-07-21T00:00:00Z
Naugatuck,31108,17705,2021-07-21T00:00:00Z
New Britain,72495,34652,2021-07-21T00:00:00Z
New Canaan,20233,15256,2021-07-21T00:00:00Z
New Fairfield,13878,8478,2021-07-21T00:00:00Z
New Hartford,6656,4267,2021-07-21T00:00:00Z
New Haven,130250,70211,2021-07-21T00:00:00Z
New London,26858,14418,2021-07-21T00:00:00Z
New Milford,26805,18112,2021-07-21T00:00:00Z
Newington,30014,20711,2021-07-21T00:00:00Z
Newtown,27891,19054,2021-07-21T00:00:00Z
Norfolk,1630,1018,2021-07-21T00:00:00Z
North Branford,14146,9782,2021-07-21T00:00:00Z
North Canaan,3251,1819,2021-07-21T00:00:00Z
North Haven,23683,18144,2021-07-21T00:00:00Z
North Stonington,5196,2883,2021-07-21T00:00:00Z
Norwalk,88816,59872,2021-07-21T00:00:00Z
Norwich,38768,21174,2021-07-21T00:00:00Z
Old Lyme,7306,5386,2021-07-21T00:00:00Z
Old Saybrook,10061,8229,2021-07-21T00:00:00Z
Orange,13926,9710,2021-07-21T00:00:00Z
Oxford,13255,8407,2021-07-21T00:00:00Z
Plainfield,15125,7402,2021-07-21T00:00:00Z
Plainville,17534,10830,2021-07-21T00:00:00Z
Plymouth,11598,6123,2021-07-21T00:00:00Z
Pomfret,4203,2551,2021-07-21T00:00:00Z
Portland,9267,6346,2021-07-21T00:00:00Z
Preston,4625,2740,2021-07-21T00:00:00Z
Prospect,9702,6047,2021-07-21T00:00:00Z
Putnam,9389,4840,2021-07-21T00:00:00Z
Redding,9116,5861,2021-07-21T00:00:00Z
Ridgefield,24959,17816,2021-07-21T00:00:00Z
Rocky Hill,20115,14186,2021-07-21T00:00:00Z
Roxbury,2152,1617,2021-07-21T00:00:00Z
Salem,4083,2485,2021-07-21T00:00:00Z
Salisbury,3600,3157,2021-07-21T00:00:00Z
Scotland,1672,857,2021-07-21T00:00:00Z
Seymour,16437,9977,2021-07-21T00:00:00Z
Sharon,2689,1775,2021-07-21T00:00:00Z
Shelton,41129,26649,2021-07-21T00:00:00Z
Sherman,3630,2210,2021-07-21T00:00:00Z
Simsbury,25395,18378,2021-07-21T00:00:00Z
Somers,10784,6114,2021-07-21T00:00:00Z
South Windsor,26162,18926,2021-07-21T00:00:00Z
Southbury,19571,13944,2021-07-21T00:00:00Z
Southington,43834,29463,2021-07-21T00:00:00Z
Sprague,2859,1476,2021-07-21T00:00:00Z
Stafford,11893,6147,2021-07-21T00:00:00Z
Stamford,129638,90729,2021-07-21T00:00:00Z
Sterling,3782,1574,2021-07-21T00:00:00Z
Stonington,18559,12459,2021-07-21T00:00:00Z
Stratford,51849,30888,2021-07-21T00:00:00Z
Suffield,15814,9821,2021-07-21T00:00:00Z
Thomaston,7535,4459,2021-07-21T00:00:00Z
Thompson,9379,4053,2021-07-21T00:00:00Z
Tolland,14618,9885,2021-07-21T00:00:00Z
Torrington,34044,20541,2021-07-21T00:00:00Z
Trumbull,35673,25527,2021-07-21T00:00:00Z
Union,839,494,2021-07-21T00:00:00Z
Vernon,29359,18953,2021-07-21T00:00:00Z
Voluntown,2510,1396,2021-07-21T00:00:00Z
Wallingford,44326,30532,2021-07-21T00:00:00Z
Warren,1395,920,2021-07-21T00:00:00Z
Washington,3428,2616,2021-07-21T00:00:00Z
Waterbury,107568,52918,2021-07-21T00:00:00Z
Waterford,18746,13106,2021-07-21T00:00:00Z
Watertown,21578,13828,2021-07-21T00:00:00Z
West Hartford,62965,47852,2021-07-21T00:00:00Z
West Haven,54620,31771,2021-07-21T00:00:00Z
Westbrook,6869,4877,2021-07-21T00:00:00Z
Weston,10252,7467,2021-07-21T00:00:00Z
Westport,28491,20442,2021-07-21T00:00:00Z
Wethersfield,26008,18873,2021-07-21T00:00:00Z
Willington,5864,3315,2021-07-21T00:00:00Z
Wilton,18343,13778,2021-07-21T00:00:00Z
Winchester,10604,5850,2021-07-21T00:00:00Z
Windham,24561,12232,2021-07-21T00:00:00Z
Windsor,28733,19278,2021-07-21T00:00:00Z
Windsor Locks,12854,7743,2021-07-21T00:00:00Z
Wolcott,16587,10102,2021-07-21T00:00:00Z
Woodbridge,8750,6562,2021-07-21T00:00:00Z
Woodbury,9502,6367,2021-07-21T00:00:00Z
Woodstock,7858,4638,2021-07-21T00:00:00Z
Andover,3236,2076,2021-07-28T00:00:00Z
Ansonia,18654,9897,2021-07-28T00:00:00Z
Ashford,4255,2547,2021-07-28T00:00:00Z
Avon,18276,14341,2021-07-28T00:00:00Z
Barkhamsted,3606,2342,2021-07-28T00:00:00Z
Beacon Falls,6222,3807,2021-07-28T00:00:00Z
Berlin,20436,13603,2021-07-28T00:00:00Z
Bethany,5548,3703,2021-07-28T00:00:00Z
Bethel,19800,12250,2021-07-28T00:00:00Z
Bethlehem,3402,2068,2021-07-28T00:00:00Z
Bloomfield,21211,14393,2021-07-28T00:00:00Z
Bolton,4884,3250,2021-07-28T00:00:00Z
Bozrah,2726,1530,2021-07-28T00:00:00Z
Branford,27900,20035,2021-07-28T00:00:00Z
Bridgeport,144399,72209,2021-07-28T00:00:00Z
Bridgewater,1635,1209,2021-07-28T00:00:00Z
Bristol,59947,36961,2021-07-28T00:00:00Z
Brookfield,16973,11691,2021-07-28T00:00:00Z
Brooklyn,8272,4354,2021-07-28T00:00:00Z
Burlington,9704,6482,2021-07-28T00:00:00Z
Canaan,1053,1055,2021-07-28T00:00:00Z
Canterbury,5079,2728,2021-07-28T00:00:00Z
Canton,10254,7055,2021-07-28T00:00:00Z
Chaplin,2239,1228,2021-07-28T00:00:00Z
Cheshire,28937,20988,2021-07-28T00:00:00Z
Chester,4213,2895,2021-07-28T00:00:00Z
Clinton,12925,9432,2021-07-28T00:00:00Z
Colchester,15809,10255,2021-07-28T00:00:00Z
Colebrook,1400,934,2021-07-28T00:00:00Z
Columbia,5379,3447,2021-07-28T00:00:00Z
Cornwall,1362,1087,2021-07-28T00:00:00Z
Coventry,12407,7856,2021-07-28T00:00:00Z
Cromwell,13839,10269,2021-07-28T00:00:00Z
Danbury,84694,54279,2021-07-28T00:00:00Z
Darien,21728,16125,2021-07-28T00:00:00Z
Deep River,4443,3191,2021-07-28T00:00:00Z
Derby,12339,8543,2021-07-28T00:00:00Z
Durham,7165,5001,2021-07-28T00:00:00Z
East Granby,5140,3506,2021-07-28T00:00:00Z
East Haddam,8997,5779,2021-07-28T00:00:00Z
East Hampton,12800,8208,2021-07-28T00:00:00Z
East Hartford,49872,30289,2021-07-28T00:00:00Z
East Haven,28569,16699,2021-07-28T00:00:00Z
East Lyme,18462,13171,2021-07-28T00:00:00Z
East Windsor,11668,6801,2021-07-28T00:00:00Z
Eastford,1790,984,2021-07-28T00:00:00Z
Easton,7521,5234,2021-07-28T00:00:00Z
Ellington,16467,10501,2021-07-28T00:00:00Z
Enfield,43659,24369,2021-07-28T00:00:00Z
Essex,6668,5136,2021-07-28T00:00:00Z
Fairfield,62045,42218,2021-07-28T00:00:00Z
Farmington,25497,19776,2021-07-28T00:00:00Z
Franklin,1920,1180,2021-07-28T00:00:00Z
Glastonbury,34482,25937,2021-07-28T00:00:00Z
Goshen,2863,1920,2021-07-28T00:00:00Z
Granby,11507,7640,2021-07-28T00:00:00Z
Greenwich,62840,43307,2021-07-28T00:00:00Z
Griswold,11534,5912,2021-07-28T00:00:00Z
Groton,38436,21056,2021-07-28T00:00:00Z
Guilford,22133,16660,2021-07-28T00:00:00Z
Haddam,8193,6011,2021-07-28T00:00:00Z
Hamden,60556,37639,2021-07-28T00:00:00Z
Hampton,1842,1052,2021-07-28T00:00:00Z
Hartford,122105,56726,2021-07-28T00:00:00Z
Hartland,2120,1169,2021-07-28T00:00:00Z
Harwinton,5420,3439,2021-07-28T00:00:00Z
Hebron,9504,6370,2021-07-28T00:00:00Z
Kent,2777,2267,2021-07-28T00:00:00Z
Killingly,17336,8754,2021-07-28T00:00:00Z
Killingworth,6364,4420,2021-07-28T00:00:00Z
Lebanon,7144,4393,2021-07-28T00:00:00Z
Ledyard,14621,8916,2021-07-28T00:00:00Z
Lisbon,4220,2442,2021-07-28T00:00:00Z
Litchfield,8094,5570,2021-07-28T00:00:00Z
Lyme,2316,1910,2021-07-28T00:00:00Z
Madison,18030,13787,2021-07-28T00:00:00Z
Manchester,57584,35759,2021-07-28T00:00:00Z
Mansfield,25487,9061,2021-07-28T00:00:00Z
Marlborough,6335,4274,2021-07-28T00:00:00Z
Meriden,59395,35509,2021-07-28T00:00:00Z
Middlebury,7798,5418,2021-07-28T00:00:00Z
Middlefield,4374,2923,2021-07-28T00:00:00Z
Middletown,46258,31847,2021-07-28T00:00:00Z
Milford,54747,36180,2021-07-28T00:00:00Z
Monroe,19434,12964,2021-07-28T00:00:00Z
Montville,18508,10371,2021-07-28T00:00:00Z
Morris,2254,1402,2021-07-28T00:00:00Z
Naugatuck,31108,17935,2021-07-28T00:00:00Z
New Britain,72495,35291,2021-07-28T00:00:00Z
New Canaan,20233,15356,2021-07-28T00:00:00Z
New Fairfield,13878,8546,2021-07-28T00:00:00Z
New Hartford,6656,4301,2021-07-28T00:00:00Z
New Haven,130250,71329,2021-07-28T00:00:00Z
New London,26858,14621,2021-07-28T00:00:00Z
New Milford,26805,18265,2021-07-28T00:00:00Z
Newington,30014,20941,2021-07-28T00:00:00Z
Newtown,27891,19217,2021-07-28T00:00:00Z
Norfolk,1630,1029,2021-07-28T00:00:00Z
North Branford,14146,9886,2021-07-28T00:00:00Z
North Canaan,3251,1833,2021-07-28T00:00:00Z
